movie_id,title,year,directors,actors,genres
633,christmas carol a,1938,Edwin L. Marin,Reginald Owen Gene Lockhart Kathleen Lockhart Terry Kilburn Barry MacKay Lynne Carver Leo G. Carroll Lionel Braham Ann Rutherford D'Arcy Corrigan Ronald Sinclair Bunny Beatty Frank Benson Billy Bevan Ted Billings Matthew Boulton Bob Carey St. Luke's Episcopal Church Choristers Richard Clucas Charles Coleman Harry Cording Richard Deane David Dunbar Herbert Evans Gertrude Geyer Douglas Gordon Donald Hainey Lumsden Hare Hugh Harrison Forrester Harvey Harold Hensen Halliwell Hobbes Olaf Hytten Boyd Irwin Bill James I. Stanford Jolley Tiny Jones Muriel Kearney Colin Kenny Crauford Kent George Kirby Maude Leslie Norma Leslie June Lockhart William Martin John O'Day Charles Peck John Rogers Clifford Severn Renee Shearing William Stack Ira Stevens James Stevens Doris Stone Monte Vandergrift Delmar Watson Eric Wilton,Drama Family Fantasy
634,microcosmos le peuple de lherbe,1996,,,
635,fog the,1980,John Carpenter,Adrienne Barbeau Jamie Lee Curtis Janet Leigh John Houseman Tom Atkins James Canning Charles Cyphers Nancy Kyes Ty Mitchell Hal Holbrook John F. Goff George 'Buck' Flower Regina Waldon Jim Haynie Darrow Igus John Vick Jim Jacobus Fred Franklyn Ric Moreno Lee Socks Tommy Lee Wallace Bill Taylor Rob Bottin Charles Nicklin Darwin Joston Laurie Arent Lindsey Arent Shari Jacoby Christopher Cundey John Strobel John Carpenter Debra Hill Don Ramey Logan,Horror Thriller
636,escape from new york,1981,John Carpenter,Kurt Russell Lee Van Cleef Ernest Borgnine Donald Pleasence Isaac Hayes Season Hubley Harry Dean Stanton Adrienne Barbeau Tom Atkins Charles Cyphers Joe Unger Frank Doubleday John Strobel John Cothran Garrett Bergfeld Richard Cosentino Robert John Metcalf Joel Bennett Vicangelo Bulluck Clem Fox Tobar Mayo Nancy Stephens Steven M. Gagnon Steven Ford Michael Taylor Lonnie Wun Dale E. House David R. Patrick Bob Minor Wally Taylor James O'Hagen James Emery Tom Lillard Borah Silver Tony Papenfuss John Diehl Carmen Filpi George 'Buck' Flower Clay Wright Al Cerullo Ox Baker Lowmoan Spectacular Ronald E. House Alan Shearman Joseph A. Perrotti Rodger Bumpass Ron Vernan Carla Barnett Kathleen Blanchard John Carpenter Nick Castle John Contini Jamie Lee Curtis Linda Daniels Mark Groseclose David E. Harshbarger Debra Hill Jeff Sillifant Mark Stern Kelli Thompson Ken Tipton Barron Winchester,Action Adventure Sci-Fi
637,howling the,1981,Joe Dante,Dee Wallace Patrick Macnee Dennis Dugan Christopher Stone Belinda Balaski Kevin McCarthy John Carradine Slim Pickens Elisabeth Brooks Robert Picardo Margie Impert Noble Willingham James Murtaugh James MacKrell Kenneth Tobey Don McLeod Dick Miller Steve Nevil Herbie Braha Joe Bratcher Bill Sorrells Meshach Taylor Ivan Saric Sarina C. Grant Chico Martínez Daniel Nunez Michael O'Dwyer Wendell Wright Forrest J. Ackerman Robert A. Burns Michael Chapman Roger Corman Mick Garris Robert Hammond John Jensen Jonathan Kaplan John Sayles Kelli Thompson,Horror
638,return of martin guerre the retour de martin guerre le,1982,Daniel Vigne,Gérard Depardieu Nathalie Baye Maurice Barrier Bernard-Pierre Donnadieu Isabelle Sadoyan Rose Thiéry Chantal Deruaz Maurice Jacquemont Roger Planchon Francis Arnaud Philippe Babin Axel Bogousslavsky Valérie Chassigneux Neige Dolsky Adrien Duquesne Gilbert Gilles Tchéky Karyo Jean-Claude Perrin Dominique Pinon Alain Recoing René Bouloc Alain Frérot Stéphane Pean André Delon Danièle Loo Marcel Champel Sylvie Méda Yvette Petit Jean Juillac Guy Bertrand Jean-Paul Barathieu Bruno Bentegeac Pierre Bouchet Francis Chevillon André D'Avant-Cour Christian Fiter Daniel Giraud Guy Jacquet Roger Payrot André Chaumeau,Biography Crime Drama History Mystery Romance
639,tin drum the blechtrommel die,1979,Volker Schlöndorff,Mario Adorf Angela Winkler David Bennent Katharina Thalbach Daniel Olbrychski Tina Engel Berta Drews Roland Teubner Tadeusz Kunikowski Andréa Ferréol Heinz Bennent Ilse Pagé Werner Rehm Käte Jaenicke Helmut Brasch Otto Sander Wigand Witting Mariella Oliveri Fritz Hakl Emil Feist Herbert Behrendt Karl Heinz Tittelbach Charles Aznavour Marek Walczewski Ernst Jacobi Wojciech Pszoniak Gerda Blisse Joachim Hackethal Henning Schlüter Zygmunt Hübner Mieczyslaw Czechowicz Bruno Thost Alexander von Richthofen Lech Grzmocinski Stanislaw Michalski J. Kapinski Dietrich Frauboes Anne Bennent Horst Gentzen Adolf Hitler Reinhard Kolldehoff Günter Meisner Beata Pozniak Lutz Riedel Raphaël Vogt Herbert Weissbach,Drama War
640,cook the thief his wife  her lover the,1989,Peter Greenaway,Richard Bohringer Michael Gambon Helen Mirren Alan Howard Tim Roth Ciarán Hinds Gary Olsen Ewan Stewart Roger Ashton-Griffiths Ron Cook Liz Smith Emer Gillespie Janet Henfrey Arnie Breeveld Tony Alleff Paul Russell Alex Kingston Ian Sears Willie Ross Ian Dury Diane Langton Prudence Oliver Roger Lloyd Pack Bob Goody Peter Rush Pauline Mayer Ben Stoneham Andy Wilson John Mullis Flavia Brilli Brenda Edwards Sophie Goodchild Alex Fraser Michael Clark Gary Logan Tim Geary Saffron Rainey Hywel Williams-Ellis Michael Maguire Patric Walters Sue Maund Nick Brozovic Caroline Pagano Keith Barrows Yolande Brener Irene Palko,Crime Drama
641,paths of glory,1957,Stanley Kubrick,Kirk Douglas Ralph Meeker Adolphe Menjou George Macready Wayne Morris Richard Anderson Joe Turkel Christiane Kubrick Jerry Hausner Peter Capell Emile Meyer Bert Freed Kem Dibbs Timothy Carey Fred Bell John Stein Harold Benedict Leon Briggs Paul Bös Herbert Ellis Wally Friedrichs Halder Hanson James B. Harris Rolf Kralovitz Ira Moore Marshall Rainer Roger Vagnoid,Drama War
642,grifters the,1990,Stephen Frears,Anjelica Huston John Cusack Annette Bening Jan Munroe Robert Weems Stephen Tobolowsky Jimmy Noonan Richard Holden Henry Jones Michael Laskin Eddie Jones Sandy Baron Lou Hancock Gailard Sartain Noelle Harling Ivette Soler Pat Hingle Paul Adelstein Jeremy Piven Gregory Sporleder David Sinaiko Jeff Perry Jon Gries Micole Mercurio Charles Napier J.T. Walsh Teresa Gilmore Elizabeth Ann Feeley Billy Ray Sharkey Frances Bay Xander Berkeley Steven Anderson Steve Buscemi Fawn John Gillespie Eve Hands Lee Hollingsworth Juliet Landau Reg Park Sy Richardson Martin Scorsese,Crime Drama Thriller
643,the innocent,1994,Mimi Leder,Kelsey Grammer Polly Draper Jeff Kober Gary Werntz Carlos Gómez Amy Steel Keegan MacIntosh Dean Stockwell Baron Kelly Bob McCracken Ellia English Jack Black Esther Scott Nancy Kandal Iqbal Theba Richard Whiten Malcolm Mazer Roger Hewlett Christopher Darga Mark Galasso Chaim Jeraffi Joanna Sanchez Don Pomes Benjamin Lum,Crime Drama Thriller
644,thin blue line the,1988,Errol Morris,Randall Adams David Harris Gus Rose Jackie Johnson Marshall Touchton Dale Holt Sam Kittrell Hootie Nelson Dennis Johnson Floyd Jackson Edith James Dennis White Don Metcalfe Emily Miller R.L. Miller Elba Carr Michael Randell Melvyn Carson Bruder Adam Goldfine Derek Horton Ron Thornhill Marianne Leone Amanda Caprio Michael Nicoll Michael Cirilla Phyllis Rodgers Errol Morris,Documentary Crime
645,paris is burning,1990,Jennie Livingston,Brooke Xtravaganza André Christian Dorian Corey Paris Duprée Pepper LaBeija Junior LaBeija Willi Ninja Sandy Ninja Kim Pendavis Freddie Pendavis Sol Pendavis Avis Pendavis Octavia St. Laurent Stevie Saint Laurent Anji Xtravaganza Bianca Xtravaganza Danny Xtravaganza David Xtravaganza David Ian Xtravaganza David The Father Xtravaganza Venus Xtravaganza Eileen Ford Jose Guitierez Shari Headley Geoffrey Holder Fran Lebowitz Gwen Verdon,Documentary
646,once upon a time in the west,1969,,,
647,ran,1985,Akira Kurosawa,Tatsuya Nakadai Akira Terao Jinpachi Nezu Daisuke Ryû Mieko Harada Yoshiko Miyazaki Hisashi Igawa Pîtâ Masayuki Yui Kazuo Katô Norio Matsui Toshiya Ito Kenji Kodama Takashi Watanabe Mansai Nomura Takeshi Katô Jun Tazaki Hitoshi Ueki Takao Zushi Yoshitaka Zushi Tetsuo Yamashita Akihiko Sugizaki Masaaki Sasaki Yoshimitsu Yamaguchi Masuo Amada Masaru Sakurai Sakae Kimura Ryûjirô Oki Hanbei Kawai Ryo Nagasawa Yûichi Hibi Seizô Katô Tokie Kanda Sawako Kochi Reiko Nanjo Kumeko Otowa Heihachiro Suzuki Susumu Terajima Haruko Tôgô,Action Drama War
648,quiet man the,1952,John Ford,John Wayne Maureen O'Hara Barry Fitzgerald Ward Bond Victor McLaglen Mildred Natwick Francis Ford Eileen Crowe May Craig Arthur Shields Charles B. Fitzsimons James O'Hara Sean McClory Jack MacGowran Joseph O'Dea Eric Gorman Kevin Lawless Paddy O'Donnell Frank Baker Tony Canzoneri Noble 'Kid' Chissell Ruth Clifford Maureen Coyne Ken Curtis Mimi Doyle Douglas Evans Charles Ferguson Robert Foy Sam Harris D.R.O. Hatswell John Horan David Hughes Billy Jones Tiny Jones Colin Kenny Mae Marsh Jim McVeigh Jim Morrin Al Murphy Michael O'Brian Frank O'Connor Pat O'Malley Web Overlander Bob Perry Darla Ridgeway Freddy Ridgeway Jack Roper Philip Stainton Brick Sullivan Harry Tenbrook Harry Tyler Melinda Wayne Michael Wayne Patrick Wayne Toni Wayne,Comedy Drama Romance
649,once upon a time in america,1984,Sergio Leone,Robert De Niro James Woods Elizabeth McGovern Treat Williams Tuesday Weld Burt Young Joe Pesci Danny Aiello William Forsythe James Hayden Darlanne Fluegel Larry Rapp Dutch Miller Robert Harper Richard Bright Gerard Murphy Amy Ryder Olga Karlatos Mario Brega Ray Dittrich Frank Gio Karen Shallo Angelo Florio Scott Tiler Rusty Jacobs Brian Bloom Adrian Curran Mike Monetti Noah Moazezi James Russo Frankie Caserta Joey Marzella Clem Caserta Frank Sisto Jerry Strivelli Julie Cohen Marvin Scott Mike Gendel Paul Herman Ann Neville Joey Faye Linda Ipanema Tandy Cronyn Richard Zobel Baxter Harris Arnon Milchan Bruno Iannone Marty Licata Marcia Jean Kurtz Estelle Harris Richard Foronjy Gerritt Debeer Jennifer Connelly Alexander Godfrey Cliff Cudney Paul Farentino Bruce Bahrenburg Mort Freeman Sandra Solberg Jay Zeely Massimo Liti Louise Fletcher Greg Anthony Salvatore Billa Bruno Bilotta Matteo Cafiso Nelson Camp Scott Coffey Nunzio Giuliani Dario Iori Ole Jorgensen Francesca Leone Chuck Low Ron Nummi Ryan Paris Harry Peerce Nicola Roberto Gianni Sanjust Alex Serra Susan Spafford,Crime Drama
650,seventh seal the sjunde inseglet det,1957,Ingmar Bergman,Gunnar Björnstrand Bengt Ekerot Nils Poppe Max von Sydow Bibi Andersson Inga Gill Maud Hansson Inga Landgré Gunnel Lindblom Bertil Anderberg Anders Ek Åke Fridell Gunnar Olsson Erik Strandmark Siv Aleros Sten Ardenstam Harry Asklund Benkt-Åke Benktsson Catherine Berg Lena Bergman Tor Borong Gudrun Brost Bengt Gillberg Lars Granberg Gunlög Hagberg Gun Hammargren Tor Isedal Ulf Johansson Tommy Karlsson Uno Larsson Lennart Lilja Lars Lind Monica Lindman Gordon Löwenadler Mona Malm Josef Norman Gösta Prüzelius Helge Sjökvist Georg Skarstedt Marc Smith Ragnar Sörman Fritjof Tall Lennart Tollén Nils Whiten Caya Wickström Karl Widh,Drama Fantasy
651,glory,1989,Edward Zwick,Matthew Broderick Denzel Washington Cary Elwes Morgan Freeman Jihmi Kennedy Andre Braugher John Finn Donovan Leitch Jr. JD Cullum Alan North Bob Gunton Cliff De Young Christian Baskous RonReaco Lee Jay O. Sanders Richard Riehle Daniel Jenkins Michael Guess Abdul Salaam El Razzac Peter Michael Goetz Pete Munro Benji Wilhoite Ethan Phillips Mark A. Levy Randell Haynes Afemo Omilami Keith Noble Dan Biggers Marc Gowan Raymond Godshall Jr. Bob Minor Joan Riordan Saundra Dunson-Franks Mark A. Jones Peter Grandfield Mark Margolis Paul Desmond Tom Barrington Michael Fowler Richard Wright Joseph Alex Jane Alexander Frank Blair Carla Brothers Bill Chemerka Sheila Cochran Gary O. Crane Rachel Lea Grundfast Kevin R. Hershberger Kevin Jarre Jay Lance Rick Leisenring William Mathis Barry J. Miller Matthew Murdzak Bill Nunn Larry Peterson Shane Pinson Alejandro de Quesada Roger Ragland Ted Rupel Raymond St. Jacques Michael Wayne Thomas Rodger Williamson,Biography Drama History War
652,rosencrantz and guildenstern are dead,1990,Tom Stoppard,Gary Oldman Tim Roth Richard Dreyfuss Livio Badurina Tomislav Maretic Mare Mlacnik Serge Soric Mladen Vasary Zeljko Vukmirica Branko Zavrsan Joanna Roth Iain Glen Donald Sumpter Joanna Miles Ljubo Zecevic Ian Richardson Sven Medvesek Vili Matula John Burgess,Comedy Drama
653,touch of evil,1958,Orson Welles,Charlton Heston Janet Leigh Orson Welles Joseph Calleia Akim Tamiroff Joanna Moore Ray Collins Dennis Weaver Valentin de Vargas Mort Mills Victor Millan Lalo Rios Michael Sargent Phil Harvey Joi Lansing Harry Shannon Marlene Dietrich Zsa Zsa Gabor Joe Basulto Ray Beltram Eumenio Blanco Yolanda Bojorquez Joseph Cotten Domenick Delgarde Jennie Dias John Dierkes Eleanor Dorado Eva Gabor Jeffrey Green Billy House Johnny Kern John Marlin Mercedes McCambridge Arlene McQuade Ken Miller Ralph Moratz Ray Pourchot Ramón Rodríguez Gus Schilling William Tannen Wayne Taylor Rusty Wescoatt Dan White Keenan Wynn,Crime Drama Film-Noir Thriller
654,chinatown,1974,Roman Polanski,Jack Nicholson Faye Dunaway John Huston Perry Lopez John Hillerman Darrell Zwerling Diane Ladd Roy Jenson Roman Polanski Richard Bakalyan Joe Mantell Bruce Glover Nandu Hinds James O'Rear James Hong Beulah Quo Jerry Fujikawa Belinda Palmer Roy Roberts Noble Willingham Elliott Montgomery Rance Howard George Justin C.O. Erickson Fritzi Burr Charles Knapp Claudio Martínez Federico Roberto Allan Warnick John Holland Jesse Vint Jim Burk Denny Arnold Burt Young Elizabeth Harding John Rogers Cecil Elliott Paul Jenkins Lee de Broux Bob Golden Bob Harks John Marlin Richard Warren,Drama Mystery Thriller
655,stand by me,1986,Rob Reiner,Wil Wheaton River Phoenix Corey Feldman Jerry O'Connell Kiefer Sutherland Casey Siemaszko Gary Riley Bradley Gregg Jason Oliver Lipsett Marshall Bell Frances Lee McCain Bruce Kirby William Bronder Scott Beach Richard Dreyfuss John Cusack Madeleine Swift Popeye Geanette Bobst Art Burke Matt Williams Andy Lindberg Dick Durock O.B. Babbs Charlie Owens Kenneth Hodges John Hodges Susan Thorpe Korey Scott Pollard Rick Elliott Kent W. Luttrell Chance Quinn Jason Naylor Sky Siewerski,Adventure Drama
656,m,1931,Fritz Lang,Peter Lorre Ellen Widmann Inge Landgut Otto Wernicke Theodor Loos Gustaf Gründgens Friedrich Gnaß Fritz Odemar Paul Kemp Theo Lingen Rudolf Blümner Georg John Franz Stein Ernst Stahl-Nachbaur Gerhard Bienert Karl Platen Rosa Valetti Hertha von Walther Lucie Rhoden Carl Balhaus Behal Carrell Josef Dahmen J.A. Eckhoff Else Ehser Karl Elzer Ilse Fürstenberg Anna Goltz Heinrich Gotho Heinrich Gretler Günther Hadank Albert Hoermann Ellen Isenta Karl Junge-Swinburne Albert Karchow Werner Kepich Hermann Krehan Kurth Leeser Rose Lichtenstein Lotte Loebinger Sigurd Lohde Alfred Loretto Hanna Maron Paul Mederow Margarete Melzer Trude Moos Hadrian Maria Netto Günter Neumann Neumann-Schüler Katharina Nied Maya Norden Fred Nurney Edgar Pauly Klaus Pohl Franz Poland Eduard Rebane Paul Rehkopf Bertold Reissig Ernst Rhaden Hans Ritter Max Sablotzki Agnes Schulz-Lichterfeld Leonard Steckel Wolf Trutz Otto Waldis Borwin Walth Rolf Wanka Bruno Ziener,Crime Mystery Thriller
657,manchurian candidate the,1962,John Frankenheimer,Frank Sinatra Laurence Harvey Janet Leigh Angela Lansbury Henry Silva James Gregory Leslie Parrish John McGiver Khigh Dhiegh James Edwards Douglas Henderson Albert Paulsen Barry Kelley Lloyd Corrigan Madame Spivy Joe Adams Alyce Allen Benjie Bancroft Frank Basso Mary Benoit Jack Berle Whit Bissell Nicky Blair Merritt Bohn Nick Bolin George Bruggeman Robert Burton Evelyn Byrd Harry Carter James J. Casino Albert Cavens Spencer Chan Lana Crawford Ray Dailey George DeNormand Mimi Dillard Joan Douglas Minta Durfee Estelle Etterre Mickey Finn Duke Fishman Bess Flowers Lee Tung Foo John Francis Paul Frees Wesley Gale Ralph Gambina Rudy Germane Kenneth Gibson James Gonzalez Herschel Graham Joe Gray Stuart Hall Tom Harris Maggie Hathaway Chester Hayes Maye Henderson Lars Hensen Sam 'Kid' Hogan Harry Holcombe George Holmes John Indrisano Miyoshi Jingu Kenner G. Kemp Rita Kenaston Colin Kenny Paul King Helen Kleeb Lou Krugg Joseph La Cava Jack Latham John Lawrence Richard LePore Carl M. Leviness Tom Lowell Wilbur Mack Rankin Mansfield Maurice Marks Michael Masters William Meader Midori Harold Miller Marquita Moll Mike Morelli Reggie Nalder Frances E. Nealy Karen Norris Richard Norris Julie Payne Charles Perry Robert Riordan Bernard Sell Anna Shin Stephen Soldi Ray Spiker Irving Steinberg Norman Stevans Bert Stevens Hal Taggart William Thourlby Arthur Tovey Raynum K. Tsukamoto Jeanne Vaughn Anton von Stralen James Yagi,Drama Thriller
658,pump up the volume,1990,Allan Moyle,Anthony Lucero Andy Romano Keith Stuart Thayer Cheryl Pollak Jeff Chamberlain Billy Morrissette Samantha Mathis Lala Sloatman Holly Sampson Annie Ross Christian Slater Annie Rusoff Jonathan Mazer Alexander Enberg Ahmet Zappa Seth Green Mimi Kennedy Scott Paulin Ellen Greene Robert Gavin Dan Eisenstein Mark Ballou Daryl Sebert Gregg Daniel Marc Siegler Robert Schenkkan Ariana Mohit Jill Jaress Nolan Hemmings Justin Hessling Jay Lambert Allan Kolman Clayton Landey David McKnight Tony Auer Paulette Ballock Robert Harvey Matt McGrath Chris Jacobs Virginya Keehne Steve Archer Larry Clardy John K. Shull Lin Shaye Michele Bernath Steph DuVall Sherri Shaffner Roger Scott Gary Dubin Nigel Gibbs David Glasser James Hampton John Pinero Juliet Landau Kenny McMurphy Ed Trotta Craig Braginsky Sky Bushey Jorga Caye Bojesse Christopher Alexandra Datig Cathrine Grace Paul Vasquez,Comedy Drama Music
659,arsenic and old lace,1944,Frank Capra,Cary Grant Priscilla Lane Raymond Massey Jack Carson Edward Everett Horton Peter Lorre James Gleason Josephine Hull Jean Adair John Alexander Grant Mitchell Edward McNamara Garry Owen John Ridgely Vaughan Glaser Chester Clute Charles Lane Edward McWade Mary Brodel Spencer Charters Jimmy the Crow Alberta Gary Sol Gorss Herbert Gunn Rolan Jones Vera Lewis Hank Mann Pat McKee Spec O'Donnell Lee Phelps Don Phillips Juanita Stark Raymond Walburn Leo White Jean Wong,Comedy Crime Thriller
660,fried green tomatoes,1991,Jon Avnet,Kathy Bates Mary Stuart Masterson Mary-Louise Parker Jessica Tandy Cicely Tyson Chris O'Donnell Stan Shaw Gailard Sartain Timothy Scott Gary Basaraba Lois Smith Jo Harvey Allen Macon McCalman Richard Riehle Raynor Scheine Grace Zabriskie Reid Binion Afton Smith Danny Nelson Nancy Moore Atchison Constance Shulman Nick Searcy Haynes Brooke Ginny Parker Tres Holton Ronald McCall Wallace Merck David Dwyer Lashondra Phillips Kathy Larson Missy Wolff LaTanya Richardson Jackson Grayson Fricke Enjolik Oree Genevieve Fisher Tom Even Bob Hannah Ted Manson Carol Mitchell-Leon Evan Lockwood Suzi Bass Paul Armbruster Jacob Avnet Michael Burgess Todd Eller Bill Ewin Fannie Flagg Shelby Hofer Barry Hopkins Teretha G. Houston James Mayberry Shannon McCrory Bob Penny Leonard Shinew Drew Wilkins Marion Williams,Drama
661,high noon,1952,Fred Zinnemann,Gary Cooper Thomas Mitchell Lloyd Bridges Katy Jurado Grace Kelly Otto Kruger Lon Chaney Jr. Harry Morgan Ian MacDonald Eve McVeagh Morgan Farley Harry Shannon Lee Van Cleef Robert J. Wilke Sheb Wooley Lee Aaker Ernest Baldwin Benjie Bancroft Guy Beach George Bell Jeanne Blackford Larry J. Blake John Breen Roy Bucko Nora Bush John Cason Howland Chamberlain Virginia Christine Cliff Clark Ben Corbett Russell Custer John Doucette Tex Driscoll Paul Dubov Jack Elam Dick Elliott Virginia Farmer Joe Garcio Rudy Germane Herschel Graham Tim Graham Tom Greenway Harry Harvey Chuck Hayward Tex Holden Michael Jeffers Chubby Johnson Kay Koury Paul Kruger Ann Kunde Nolan Leary Tom London Merrill McCormick Billy McCoy James Millican Kansas Moehring Jack Montgomery William Newell William H. O'Brien Artie Ortego William 'Bill' Phillips Lucien Prival Ralph Reed Buddy Roosevelt Syd Saylor Allen D. Sewall Lucile Sewall Charles Soldani Ted Stanhope Steve Stephens Slim Talbot Jack Tornek,Drama Thriller Western
662,somewhere in time,1980,Jeannot Szwarc,Christopher Reeve Jane Seymour Christopher Plummer Teresa Wright Bill Erwin George Voskovec Susan French John Alvin Eddra Gale Audrey Bennett William H. Macy Laurence Coven Susan Bugg Christy Michaels Ali Marie Matheson George Wendt Steve Boomer Pat Billingsley Ted Liss Francis X. Keefe Taylor Williams Noreen Walker Evans Ghiselli Barbara Giovannini Don Franklin David Hull Paul Cook Victoria Michaels William P. O'Hagan Maud Strand Bo Clausen James P. Dunnigan Sean Hayden Hal Frank Hayden Jones Val Bettin Bruce Jarchow Ed Meekin Erin Tomcheff J.J. Butler Chukuma Michael Woods Jerry Kaufherr Don Melvoin Ann K. Irish JoBe Cerny Richard Matheson Audrie Neenan Tim Kazurinsky Robert Swan Stan Adams Sandra Bogan Shamey Cramer Steven Earl-Edwards Mark David Fritsche Eric Kramer,Drama Fantasy Romance
663,being there,1979,Hal Ashby,Peter Sellers Shirley MacLaine Melvyn Douglas Jack Warden Richard Dysart Richard Basehart Ruth Attaway David Clennon Fran Brill Denise DuBarry Oteil Burbridge Ravenell Keller III Brian Corrigan Alfie Brown Don Jacob Ernest McClure Kenneth Patterson Richard Venture Arthur Grundy W.C. 'Mutt' Burton Henry B. Dawkins Georgine Hall Nell P. Leaman Villa Mae P. Barkley Alice Hirson James Noble Timothy Shaner William F. Williams Bill Dance Jim Aar William Lubin Gerald C. McNabb Jr. Hoyt Clark Harris Jr. Ned Wilson Stanley Grover John Harkins Katherine De Hetre William Larsen Jerome Hellman Arthur Rosenberg Sam Weisman Fredric Lehne Gwen Humble Laurie Jefferson Allen Williams Janet Meshad Paul Marin Melendy Britt Hanna Landy Elya Baskin Than Wyenn Richard McKenzie Sandy Ward Danna Hansen Mitch Kreindel Richard Seff Terrence Currier Leon Greenberg Austin Hay Mark Hammer Maurice Copeland Hal Ashby Herbert Benkman Basil Hoffman Jerry Jensen Alexandria Walsh,Comedy Drama
664,paris texas,1984,Wim Wenders,Harry Dean Stanton Nastassja Kinski Dean Stockwell Aurore Clément Hunter Carson Bernhard Wicki Sam Berry Claresie Mobley Viva Edward Fayton Socorro Valdez Justin Hogg Tom Farrell John Lurie Jeni Vici Sally Norvell Sharon Menzel The Mydolls Brandy Tipton,Drama
665,alien 3,1992,David Fincher,Sigourney Weaver Charles S. Dutton Charles Dance Paul McGann Brian Glover Ralph Brown Danny Webb Christopher John Fields Holt McCallany Lance Henriksen Christopher Fairbank Carl Chase Leon Herbert Vincenzo Nicoli Pete Postlethwaite Paul Brennen Clive Mantle Peter Guinness Deobia Oparei Phil Davis Niall Buggy Hi Ching Danielle Edmond Tom Woodruff Jr.,Action Horror Sci-Fi
666,blood for dracula andy warhols dracula,1974,Paul Morrissey,Joe Dallesandro Udo Kier Vittorio De Sica Maxime McKendry Arno Jürging Milena Vukotic Dominique Darel Stefania Casini Silvia Dionisio Inna Alexeievna Gil Cagne Emi Califri Eleonora Zani Giorgio Dolfin Stefano Oppedisano Roman Polanski,Horror
667,audrey rose,1977,Robert Wise,Marsha Mason Anthony Hopkins John Beck Susan Swift Norman Lloyd John Hillerman Robert Walden Philip Sterling Ivy Jones Stephen Pearlman Aly Wassil Mary Jackson Richard Lawson Tony Brande Elizabeth Farley Ruth Manning Stanley Brock David Wilson David Fresco Pat Corley Eunice Christopher Karen Anders Kathryn Janssen Hanns Manship,Drama Fantasy Horror Thriller
668,blood beach,1981,,,
669,body parts,1991,Eric Red,Jeff Fahey Lindsay Duncan Kim Delaney Zakes Mokae Brad Dourif John Walsh Paul Ben-Victor Peter Murnik Nathaniel Moreau Sarah Campbell Andy Humphrey Lindsay Merrithew James Kidnie Arlene Duncan Allan Price Hal Eisen Taia Red Lynn Remus Peter MacNeill Gene Dinovi Larry A. McLean John Stoneham Jr. Gene Mack Barry C. Kennett,Horror Sci-Fi Thriller
670,body snatchers,1993,Abel Ferrara,Terry Kinney Meg Tilly Gabrielle Anwar Reilly Murphy Billy Wirth Christine Elise R. Lee Ermey Kathleen Doyle Forest Whitaker G. Elvis Phillips Stanley Small Tonea Stewart Keith Smith Winston E. Grant Phil Neilson Timothy P. Brown Thurman L. Combs Sylvia Small Adrian Unveragh Johnny Lee Smith Allen Perada Candice Orsini Marty Lyons Rick Kangrga Michael Cohen Kimberly Lynn Cole James P. Monoghan Craig Lockhart Darien Taylor Barney Burman J.D. Walters,Horror Sci-Fi
671,bride of frankenstein,1935,James Whale,Boris Karloff Colin Clive Valerie Hobson Ernest Thesiger Elsa Lanchester Gavin Gordon Douglas Walton Una O'Connor E.E. Clive Lucien Prival O.P. Heggie Dwight Frye Reginald Barlow Mary Gordon Anne Darling Ted Billings Robert Adair Norman Ainsley Billy Barty Frank Benson Maurice Black Walter Brennan Mae Bruce A.S. 'Pop' Byron John Carradine D'Arcy Corrigan Grace Cunard J. Gunnis Davis Marie DeForrest Elspeth Dudgeon Helen Jerome Eddy Neil Fitzgerald Brenda Fowler John George Helen Gibson Marilyn Harris Carmencita Johnson Rollo Lloyd Murdock MacQuarrie Josephine McKim Torben Meyer Edwin Mordant Charles Murphy Joseph North Helen Parrish Edward Peil Sr. Tempe Pigott Sarah Schwartz Peter Shaw Mary Stewart Frank Terry Anders Van Haden Dorothy Vernon Lucio Villegas Joan Woodbury,Drama Horror Sci-Fi
672,candyman,1992,Bernard Rose,Virginia Madsen Tony Todd Xander Berkeley Kasi Lemmons Vanessa Williams DeJuan Guy Marianna Elliott Ted Raimi Ria Pavia Mark Daniels Lisa Ann Poggi Adam Philipson Eric Edwards Carolyn Lowery Barbara Alston Sarina C. Grant Latesha Martin Lanesha Martin Michael Culkin Bernard Rose Glenda Starr Kelly Kenneth A. Brown Caesar Brown Terrence Riggins Gilbert Lewis Rusty Schwimmer Baxter Harris John Rensenhouse Mika Doug MacHugh Carol Harris Stanley DeSantis Diane Peterson Michael Laren Laura Bennecke Michelle Blackwell Ray Etheridge Antoinette Rogers Fred Sanders Caron Strong,Horror Thriller
